time,latitude,longitude,depth,mag
2021-10-22T09:49:55.014Z,-5.6196,152.0992,10,4.5
2021-10-20T12:30:13.502Z,-5.4852,153.338,10,4.2
2021-10-18T16:18:54.803Z,-5.4724,147.0224,201.74,4.3
2021-11-09T02:19:09.125Z,-5.3981,123.184,10,4.8
2021-10-25T05:21:55.398Z,-5.3964,152.5386,20.98,5.2
2021-10-14T07:46:48.604Z,-5.2957,154.1911,122.79,4
2021-10-21T20:31:53.262Z,-5.0531,153.7952,70.63,4.3
2021-10-15T23:17:27.891Z,-4.9203,102.9791,59.39,5
2021-10-11T04:26:00.716Z,-4.7324,-106.2018,10,4.5
2021-10-23T23:34:25.776Z,-4.6852,101.9672,46.53,4.8
2021-10-11T14:11:35.327Z,-4.6662,152.3943,68.21,4.6
2021-10-17T05:18:52.142Z,-4.6116,153.0343,61.97,4.7
2021-10-13T06:48:05.574Z,-4.4452,152.8053,10,4.5
2021-11-01T06:19:38.253Z,-4.4325,102.0206,35,4.4
2021-10-13T09:54:28.907Z,-4.2422,152.9254,10,4.9
2021-10-20T12:48:00.052Z,-4.1854,143.3668,139.91,4.3
2021-10-13T06:25:38.447Z,-4.1376,152.8995,10,5.1
2021-10-19T13:03:37.245Z,-4.0324,135.8205,16.2,4.3
2021-11-06T23:17:37.982Z,-4.0261,140.0439,51.73,4.4
2021-10-26T04:32:44.530Z,-3.8344,-103.1302,10,4.8
2021-10-19T00:37:31.205Z,-3.6304,134.7043,10,4.7
2021-11-06T16:01:56.581Z,-3.4701,134.0201,17.43,4.7
2021-11-06T16:12:12.313Z,-3.4626,134.2232,10,4.3
2021-10-26T17:25:38.858Z,-3.3536,101.684,46.42,4.3
2021-10-25T22:05:11.771Z,-3.2153,140.9429,34.98,5.2
2021-10-11T22:17:46.474Z,-3.1266,102.2585,114.01,4
2021-11-02T00:02:58.914Z,-3.0565,-76.3517,10,4.5
2021-11-04T02:42:44.037Z,-2.9492,129.3383,18,5.7
2021-10-24T00:24:01.228Z,-2.9315,122.2714,10,4.4
2021-11-07T16:28:17.132Z,-2.9276,129.369,10,4.7
2021-10-24T01:30:19.008Z,-2.8314,128.9202,10,4.4
2021-10-12T02:17:42.542Z,-2.417,68.5335,10,4.6
2021-10-20T06:10:51.668Z,-2.3171,139.2108,43.93,4.9
2021-10-22T17:01:13.821Z,-2.3067,100.752,59.45,4.3
2021-10-17T15:02:09.179Z,-2.0417,125.7521,10,4.4
2021-11-07T19:43:20.793Z,-1.9911,125.7514,31.93,4.5
2021-10-22T22:24:13.093Z,-1.5103,115.8128,10,4.4
2021-11-06T03:56:19.491Z,-1.3113,120.6166,10,5.1
2021-10-13T03:08:56.087Z,-1.147,132.9789,54.99,4.6
2021-10-31T04:08:38.626Z,-0.9738,-13.3005,10,4.6
2021-10-11T19:17:00.270Z,-0.9403,97.4199,10,4.4
2021-10-14T17:55:50.270Z,-0.933,100.8409,10,4.3
2021-10-16T11:13:07.708Z,-0.8059,130.9824,10,4.1
2021-11-08T05:05:56.282Z,-0.5679,123.5638,10,5
2021-10-13T03:28:51.065Z,-0.4998,132.6916,35,4.6
2021-10-16T04:46:05.740Z,-0.3636,29.9453,10,4.5
2021-10-16T00:23:26.733Z,-0.3396,29.7956,10,4.7
2021-11-03T14:11:29.553Z,-0.2883,123.9886,78.49,4.8
2021-11-08T20:07:55.112Z,-0.2324,125.1272,54.15,4.6
2021-11-06T14:37:37.418Z,-0.0751,124.3146,39.85,6
2021-11-02T19:56:58.318Z,0.1194,96.712,15,4.4
2021-11-02T14:47:48.048Z,0.1448,96.6846,10,4.9
2021-11-02T14:59:16.825Z,0.1717,96.675,10,4.5
2021-11-07T11:29:03.404Z,0.1951,98.5164,50.03,4.4
2021-11-01T21:12:34.842Z,0.2067,96.7147,9.33,4
2021-11-01T17:04:16.558Z,0.2088,96.7094,8,6
2021-11-01T18:38:08.475Z,0.2161,96.7256,10,4.7
2021-11-03T01:30:22.154Z,0.2509,96.6579,10,4.7
2021-11-01T18:37:59.930Z,0.2528,96.7126,10,4.6
2021-11-01T21:38:50.837Z,0.2636,96.7476,10,4.2
2021-11-02T13:39:16.663Z,0.266,96.6246,10,4.9
2021-11-02T10:04:08.088Z,0.2757,96.6903,10,4.7
2021-11-01T21:47:34.488Z,0.298,96.7281,10,4.7
2021-11-02T15:06:23.297Z,0.3396,96.5751,10,4.3
2021-10-12T00:33:44.578Z,0.3763,-80.3246,10,4.4
2021-11-01T20:10:54.798Z,0.4177,96.7075,10,4.3
2021-11-02T14:30:52.026Z,0.5011,67.1926,10,4.9
2021-10-25T02:30:47.375Z,0.5444,123.5277,247.4,4.9
2021-10-11T12:34:36.004Z,0.8064,126.2015,36.24,5.7
2021-10-11T17:30:29.810Z,0.8374,126.132,24.97,5
2021-10-16T10:08:28.275Z,0.8569,126.2687,44.03,4.6
2021-10-10T21:54:06.478Z,0.8683,126.4264,35,4.4
2021-10-11T15:27:49.060Z,0.8919,126.1283,10,5
2021-10-11T13:17:43.164Z,0.9174,126.0934,10,4.3
2021-11-03T00:50:35.926Z,0.9201,98.5404,67,5.1
2021-10-18T16:29:20.688Z,1.0918,128.0997,10,4.5
2021-10-14T15:32:07.069Z,1.1921,126.2553,60.2,4.4
2021-10-14T15:16:28.914Z,1.2098,126.1603,33.9,5.5
2021-11-04T14:06:52.768Z,1.2543,126.4056,59.39,4.5
2021-11-01T13:32:15.437Z,1.2642,126.3337,49.66,4.4
2021-10-18T00:35:54.691Z,1.2807,127.9495,127.95,4.5
2021-10-26T09:46:07.390Z,1.4151,127.0752,128.38,4.8
2021-10-15T19:48:34.021Z,1.4256,97.055,25.38,4.5
2021-10-24T03:22:10.045Z,1.5675,126.4385,41.76,4.8
2021-11-03T09:11:18.664Z,1.8544,126.6616,29.89,4.5
2021-11-01T18:40:22.929Z,1.9769,126.5764,57.97,4.1
2021-11-05T04:13:52.135Z,2.1111,-78.963,49.02,4.5
2021-10-29T21:43:49.628Z,2.1778,-76.6109,19.89,4.6
2021-10-26T10:02:30.413Z,2.2001,96.1543,31.64,4.3
2021-10-13T08:39:09.301Z,2.2276,126.6335,35,4.2
2021-10-29T02:15:11.549Z,2.3434,128.2211,152.55,4.1
2021-10-17T05:49:02.887Z,2.3612,128.5002,234.03,4.3
2021-10-13T16:21:54.790Z,2.4228,97.6487,56.04,4.1
2021-11-02T10:20:34.974Z,2.5164,128.4957,236.09,4.3
2021-10-18T07:03:50.417Z,2.7512,128.0686,161.75,4.7
2021-11-01T13:30:37.944Z,2.7555,128.605,223.42,4.5
2021-10-25T14:39:10.611Z,2.7926,95.399,10,4.6
2021-10-31T07:30:58.762Z,2.9821,127.8339,91.98,4.3
2021-10-24T21:54:53.640Z,3.0309,127.9471,89.72,4.6
2021-10-27T22:35:37.428Z,3.0758,128.2237,10,4.4
2021-10-10T11:32:36.429Z,3.3745,122.9715,548.36,4.6
2021-10-15T03:30:36.171Z,3.6021,123.2846,477,4.5
2021-10-17T17:16:06.273Z,4.1769,125.8217,84.11,4.2
2021-10-31T13:37:50.240Z,4.1881,127.5992,135.03,4.1
2021-10-27T18:13:47.948Z,4.1959,126.6861,10,4.3
2021-10-13T17:48:09.450Z,4.3648,123.3591,502.56,4.4
2021-10-22T07:27:53.898Z,4.4309,147.2868,10,5.4
2021-10-11T15:25:54.633Z,5.2029,125.3122,56.96,4.6
2021-10-29T04:33:31.851Z,5.2456,125.5778,175.74,5.2
2021-11-02T08:31:52.142Z,5.351,-82.6885,10,4.6
2021-10-15T17:55:21.523Z,5.4921,126.9907,111.66,4.5
2021-11-09T15:37:57.111Z,5.8715,126.6292,55.95,4.3
2021-10-11T08:30:08.676Z,5.9847,-73.3004,171.68,4.1
2021-10-27T12:44:26.706Z,6.0198,125.9874,122.99,4.4
2021-10-14T07:14:34.613Z,6.029,126.033,146.86,4.5
2021-10-30T12:10:36.544Z,6.0342,126.2071,111.53,4.4
2021-10-11T23:30:21.616Z,6.114,126.9141,69.81,5
2021-10-17T04:58:06.881Z,6.2127,-82.6248,10,4.5
2021-10-17T15:51:35.992Z,6.3622,-73.4851,119.01,4.5
2021-11-08T07:04:49.921Z,6.4973,126.154,85.96,4.8
2021-10-11T20:15:59.447Z,6.6445,123.6439,590.23,4.2
2021-10-14T21:19:05.589Z,6.7396,127.2997,10,4.7
2021-10-12T04:51:47.707Z,6.8198,-72.9919,151.95,5
2021-10-17T05:52:48.103Z,6.8479,-82.7032,10,4.3
2021-11-09T15:17:15.557Z,6.8819,-73.0192,142.78,4.3
2021-10-29T05:50:59.875Z,6.9521,-73.0552,134.8,4.3
2021-10-17T11:28:01.676Z,7.4422,126.5876,156.46,4.3
2021-10-23T14:50:43.800Z,7.4528,136.0279,10,4.5
2021-10-26T05:51:11.249Z,7.5211,126.6716,70.3,4.6
2021-10-15T22:44:55.036Z,7.8384,127.0741,124.23,4.6
2021-11-08T04:16:48.005Z,7.933,126.6524,69.83,4.8
2021-10-19T19:53:26.476Z,8.1065,-83.2424,46.62,4.5
2021-10-23T23:08:29.143Z,8.5647,127.0163,10,5.1
2021-10-15T16:54:48.080Z,8.8327,126.3554,65.95,4.9
2021-11-05T05:05:17.593Z,9.0592,126.5795,9.77,4.7
2021-10-19T06:32:21.032Z,9.3291,-84.6284,10,4.6
2021-10-19T05:13:07.838Z,9.4901,-85.9802,12.86,4.4
2021-10-13T02:54:26.358Z,9.562,-84.7757,16.27,5
2021-10-16T14:53:15.115Z,9.8396,-84.3873,10,3.7
2021-10-12T15:16:14.666Z,9.8619,124.2758,34.57,4.6
2021-10-28T23:35:02.649Z,9.8784,138.1142,10,5
2021-11-02T03:58:56.764Z,9.9261,122.513,10,4.6
2021-10-15T17:42:25.708Z,9.9933,41.6294,13.03,4.5
2021-10-18T22:21:32.032Z,10.1039,41.5128,10,4.5
2021-10-11T20:23:49.607Z,10.1257,-103.9609,10,4.7
2021-10-24T14:26:23.246Z,10.1505,41.4644,10,4.6
2021-10-27T00:35:58.270Z,10.4691,41.519,10,4.4
2021-10-24T10:22:21.717Z,10.8761,-86.4084,35,4.4
2021-10-14T10:37:49.445Z,10.891,121.9229,39.08,4.3
2021-10-11T04:32:40.890Z,10.897,-85.7742,59.9,4.2
2021-10-19T22:12:24.661Z,10.9441,124.8208,10,4.5
2021-11-09T11:13:02.393Z,11.0647,-86.4981,35,4.8
2021-11-09T02:53:50.189Z,11.1031,-86.7025,17,5.8
2021-10-11T07:38:58.987Z,11.1775,-86.8972,26.95,4
2021-11-09T06:24:23.814Z,11.1869,-86.4882,35,5.7
2021-11-09T06:25:17.066Z,11.2315,-86.5185,35,6.2
2021-10-16T07:07:44.959Z,11.5925,-60.0979,44.27,4.9
2021-10-16T04:17:18.071Z,12.0846,143.1452,27.48,4.7
2021-11-02T07:58:12.215Z,12.2338,-88.0057,42.98,4.5
2021-10-18T11:16:00.247Z,12.2525,-88.0722,35,4.4
2021-10-15T22:08:43.090Z,12.8097,147.9362,10.11,4.7
2021-10-12T09:20:38.416Z,12.8557,144.2894,35,4.5
2021-11-01T03:07:56.341Z,12.8653,-88.6283,60.85,5
2021-10-28T05:39:03.537Z,12.868,124.5322,10,4.8
2021-11-01T07:37:42.435Z,12.8775,-88.7202,65.65,4.4
2021-11-02T05:18:21.516Z,13.0203,144.8786,34.96,4.7
2021-10-15T23:02:46.867Z,13.1216,-89.2843,52.65,4.2
2021-11-08T17:45:44.987Z,13.1454,-89.178,71.53,4.5
2021-10-31T13:42:07.239Z,13.1509,144.0029,138.35,4.3
2021-11-06T05:04:16.613Z,13.5022,-89.9782,59.84,4.3
2021-10-14T17:21:03.479Z,13.6059,123.302,35,4.4
2021-10-31T02:17:16.682Z,13.7372,120.8286,138.6,4.3
2021-11-02T00:35:40.397Z,13.7512,49.1688,10,4.5
2021-10-26T12:57:07.884Z,13.7634,144.9338,121.28,4.1
2021-10-13T14:21:48.777Z,13.8224,-90.6391,98.94,4.5
2021-10-16T12:38:23.519Z,13.8566,145.0988,122.59,4
2021-10-16T20:07:08.164Z,14.1534,146.9409,10,4.2
2021-10-21T23:05:34.477Z,14.3425,56.1171,10,4.4
2021-10-29T20:53:19.142Z,14.3616,-92.7455,39.43,4.3
2021-10-22T05:19:50.662Z,14.4571,123.3593,68.29,4.5
2021-10-17T16:32:51.103Z,14.5064,123.3527,32.58,4.4
2021-10-18T21:08:20.736Z,14.598,-93.7188,10,4.2
2021-10-29T01:06:33.827Z,14.616,54.8586,10,4.1
2021-11-02T01:20:00.039Z,14.6446,-93.2789,35,4.1
2021-10-14T06:45:52.229Z,14.6536,120.2943,114.27,4
2021-10-29T06:12:42.899Z,14.6683,55.017,10,4.6
2021-11-02T08:34:52.731Z,14.6816,145.5534,145.99,5
2021-10-12T00:48:49.859Z,14.8234,-92.3365,79.66,4
2021-10-29T10:06:25.126Z,14.921,54.8694,10,4.6
2021-10-18T22:31:00.740Z,15.1343,-92.5771,85.69,4.2
2021-10-21T13:08:19.634Z,15.2415,-93.8738,77.55,4.1
2021-10-16T22:56:15.668Z,15.4943,-49.9874,10,5
2021-10-26T05:15:55.778Z,15.892,145.9252,154.12,4.2
2021-10-23T14:20:24.282Z,15.9647,39.6016,10,4.3
2021-10-24T08:20:21.446Z,16.0114,-60.3382,38.34,4.4
2021-10-18T18:10:21.638Z,16.0893,-98.2244,10,4.3
2021-10-24T14:41:01.269Z,16.097,-97.8692,20.16,4.4
2021-10-21T20:22:09.533Z,16.1576,-93.8502,83.15,4.4
2021-10-17T23:26:32.689Z,16.6583,-93.9459,136.02,4.6
2021-10-29T05:54:07.243Z,16.9017,-94.9927,111.88,4.4
2021-10-15T18:44:34.776Z,17.1528,-85.131,10,4.6
2021-10-11T16:24:38.865Z,17.1543,77.0051,10,4.3
2021-10-23T22:47:27.117Z,17.3061,-62.1265,94.04,4.6
2021-10-29T18:33:25.255Z,17.6187,-101.0423,55.61,4.3
2021-10-13T04:09:38.207Z,17.6605,119.4157,10,4.4
2021-10-22T01:28:36.060Z,17.8041,-66.7605,7,2.64
2021-10-10T01:35:27.720Z,17.8075,-66.9306,10,2.56
2021-10-14T17:08:46.270Z,17.8251,-66.8418,3,2.52
2021-10-24T03:05:34.210Z,17.8265,-66.821,6,2.53
2021-10-18T07:33:41.420Z,17.8453,-66.8805,13,2.87
2021-11-06T05:08:40.560Z,17.856,-65.6966,4,3.08
2021-11-05T04:27:50.000Z,17.8581,-66.9551,13,2.97
2021-10-19T15:06:51.210Z,17.8583,-66.8528,4,2.52
2021-10-28T00:28:48.070Z,17.8623,-66.8853,8,2.98
2021-11-06T18:00:13.500Z,17.8771,-65.7031,4,3.36
2021-11-05T04:43:49.300Z,17.8773,-66.9423,12,3.18
2021-10-29T03:44:53.250Z,17.8856,-66.8775,13,2.62
2021-10-30T12:35:10.370Z,17.8863,-66.9683,10,3.47
2021-10-28T00:22:48.870Z,17.8868,-66.8485,14,2.65
2021-10-28T13:39:58.120Z,17.8883,-66.8738,12,3.1
2021-10-30T10:47:10.230Z,17.89,-66.8713,17,2.91
2021-10-29T23:13:00.930Z,17.8921,-66.8761,12,2.59
2021-10-28T18:13:17.400Z,17.8945,-66.8721,13,2.58
2021-10-30T21:27:13.210Z,17.8955,-66.9695,10,2.86
2021-10-28T16:01:00.690Z,17.8993,-66.8693,9,3.08
2021-10-18T04:11:48.490Z,17.9085,-66.8526,14,2.55
2021-10-18T14:00:23.630Z,17.9095,-66.8888,16,2.77
2021-11-08T23:20:29.980Z,17.9155,-66.7471,6,3.05
2021-10-17T09:12:39.660Z,17.9228,-66.6903,32,2.87
2021-10-15T02:41:22.060Z,17.925,-66.8233,13,2.64
2021-10-19T14:54:35.330Z,17.928,-66.8588,18,2.53
2021-10-12T05:04:17.400Z,17.9293,-66.8411,11,2.81
2021-11-04T03:27:47.450Z,17.9316,-67.0203,10,2.69
2021-11-08T19:17:53.200Z,17.9356,-66.925,8,3.03
2021-10-19T12:25:47.380Z,17.9391,-66.8466,12,2.6
2021-10-27T10:26:49.270Z,17.9396,-66.9621,13,2.86
2021-11-06T04:17:58.450Z,17.9405,-66.83,11,2.66
2021-10-12T20:51:12.200Z,17.9415,-66.9636,13,2.58
2021-10-25T19:04:16.940Z,17.9428,-67.019,9,3.25
2021-10-23T15:29:33.690Z,17.9433,-66.9821,10,2.61
2021-11-01T04:26:53.270Z,17.9433,-66.9601,13,3.09
2021-11-07T09:14:51.360Z,17.9443,-67.1026,9,3.24
2021-10-17T08:49:14.330Z,17.9443,-66.8491,11,2.78
2021-10-26T03:57:38.080Z,17.9453,-66.9633,13,2.9
2021-10-29T05:41:36.710Z,17.9471,-66.9868,10,3.19
2021-10-29T09:26:22.800Z,17.9478,-66.9386,7,2.61
2021-11-02T01:56:58.100Z,17.9488,-66.9448,7,2.98
2021-10-25T06:18:25.600Z,17.9495,-67.0133,10,3.33
2021-11-04T20:31:14.880Z,17.95,-66.9531,9,2.67
2021-11-07T10:14:32.020Z,17.9505,-67.0945,9,2.96
2021-10-25T05:49:20.850Z,17.9508,-67.0168,10,2.84
2021-10-17T14:13:43.520Z,17.9508,-66.8931,14,2.88
2021-11-05T01:42:18.610Z,17.9519,-66.9656,14,3.34
2021-10-14T04:38:47.030Z,17.9521,-67.0178,11,3.29
2021-10-19T15:24:23.120Z,17.9525,-66.8116,12,3.11
2021-10-27T04:24:59.080Z,17.9528,-67.0143,9,2.94
2021-11-05T09:12:19.290Z,17.953,-66.9483,8,3.19
2021-10-21T04:06:38.850Z,17.9545,-66.813,12,2.55
2021-11-04T09:21:54.630Z,17.9546,-66.6993,7,2.72
2021-10-25T06:08:20.890Z,17.9556,-67.0066,8,3.36
2021-10-15T01:29:05.430Z,17.9563,-66.969,9,3.01
2021-10-24T16:38:40.420Z,17.9566,-67.1061,10,3.12
2021-10-10T02:58:05.880Z,17.957,-66.8725,11,2.54
2021-10-26T04:10:14.180Z,17.9578,-67.0158,8,3.02
2021-10-26T11:32:40.460Z,17.9591,-67.0116,8,3.09
2021-10-26T04:53:44.150Z,17.9596,-67.011,9,2.55
2021-10-24T16:16:58.420Z,17.9605,-67.1071,9,3.29
2021-10-24T05:25:52.060Z,17.9605,-66.9553,10,2.83
2021-10-29T01:04:35.920Z,17.9631,-66.8726,11,2.58
2021-11-05T23:05:37.590Z,17.9651,-66.9603,10,2.83
2021-10-24T13:57:59.730Z,17.9666,-66.8395,15,3.04
2021-11-05T18:37:33.070Z,17.968,-66.953,10,3.07
2021-11-05T03:02:45.560Z,17.9681,-66.8475,17,3
2021-11-08T10:27:49.520Z,17.9685,-66.9751,7,2.68
2021-10-25T04:41:52.190Z,17.9713,-66.9248,9,2.72
2021-11-05T23:53:08.730Z,17.9715,-66.9521,8,2.5
2021-10-29T00:06:48.810Z,17.9716,-66.9248,9,2.69
2021-10-25T04:40:10.090Z,17.972,-66.9263,9,3.45
2021-10-28T05:29:08.990Z,17.9723,-66.9308,10,2.5
2021-10-26T08:01:15.330Z,17.975,-66.9338,8,2.53
2021-11-05T23:15:21.730Z,17.9768,-66.9548,10,3.07
2021-11-01T01:35:35.680Z,17.9773,-66.8183,15,2.57
2021-10-25T01:01:15.650Z,17.9793,-66.932,9,3.12
2021-10-14T08:05:08.410Z,17.9793,-66.8276,14,2.88
2021-10-25T03:51:51.630Z,17.9836,-66.8498,13,2.79
2021-10-10T10:22:06.470Z,17.9841,-66.8486,12,2.87
2021-11-06T15:43:50.510Z,17.9861,-66.7296,10,2.52
2021-10-23T13:31:31.810Z,17.988,-66.8183,12,2.87
2021-10-16T07:04:49.000Z,17.989,-66.8358,17,2.97
2021-11-08T12:52:54.320Z,17.9943,-66.9995,9,2.68
2021-10-28T06:36:45.690Z,17.9948,-66.8475,14,2.89
2021-10-28T10:32:17.290Z,17.9965,-65.8691,9,3.21
2021-10-30T03:56:44.110Z,18.003,-66.7676,11,2.74
2021-11-03T07:47:00.880Z,18.0056,-66.9286,9,3.1
2021-10-17T15:57:37.710Z,18.0065,-66.822,16,2.89
2021-10-16T04:39:32.000Z,18.0075,-66.7288,14,2.89
2021-10-17T12:47:09.100Z,18.0116,-68.481,70,3.68
2021-11-03T19:55:51.530Z,18.0128,-66.726,14,2.82
2021-10-27T15:34:46.040Z,18.018,-66.7428,15,2.93
2021-10-26T00:22:00.670Z,18.0181,-66.8761,16,2.72
2021-11-05T13:19:26.650Z,18.0188,-68.326,102,3.5
2021-10-14T02:52:37.220Z,18.0285,-66.7336,16,2.61
2021-10-20T07:05:32.200Z,18.0288,-66.7865,14,2.66
2021-11-06T08:50:05.110Z,18.029,-66.7776,13,2.63
2021-10-19T12:47:41.000Z,18.0321,-66.8021,15,2.7
2021-11-02T16:06:38.960Z,18.0331,-66.7638,16,2.52
2021-10-29T05:09:11.530Z,18.0358,-67.0958,13,3.18
2021-10-27T11:02:39.070Z,18.0521,-67.0591,14,3.11
2021-10-12T20:03:01.510Z,18.0933,-68.5828,172,3.85
2021-10-11T23:30:05.950Z,18.1086,-68.4258,87,3.8
2021-10-30T20:03:11.620Z,18.1173,-68.3571,108,3.78
2021-10-23T16:29:17.270Z,18.1188,-68.2541,92,3.81
2021-10-23T12:10:45.940Z,18.1386,-67.1668,19,2.64
2021-10-30T15:28:08.780Z,18.1603,-67.3723,10,3.54
2021-10-25T09:54:43.380Z,18.1731,-68.4391,119,3.92
2021-11-05T09:26:07.670Z,18.189,-67.667,4,3.3
2021-10-22T17:52:55.328Z,18.2078,145.299,395.23,4.3
2021-10-20T19:37:45.310Z,18.2118,-68.4573,66,3.6
2021-10-18T23:58:07.930Z,18.224,-66.8398,12,3.24
2021-10-28T08:08:39.900Z,18.245,-64.2801,9,3.43
2021-11-08T18:23:19.110Z,18.2505,-67.8011,148,3.65
2021-10-29T21:09:52.550Z,18.2595,-66.1103,20,2.88
2021-10-22T22:20:58.190Z,18.2648,-67.7073,82,3.24
2021-10-24T05:57:00.120Z,18.293,-68.3611,45,3.28
2021-10-29T17:46:32.530Z,18.3453,-68.5676,87,3.4
2021-10-14T03:12:56.650Z,18.3885,-68.221,143,4.45
2021-10-26T06:03:47.100Z,18.4141,-67.9625,97,3.41
2021-11-01T22:08:17.732Z,18.4295,-62.3407,32.38,5
2021-10-17T07:21:05.350Z,18.4588,-68.2341,86,3.72
2021-11-02T12:43:39.860Z,18.4703,-68.8866,134,3.8
2021-10-23T08:28:39.395Z,18.5397,146.8901,35,4.4
2021-10-28T07:55:57.850Z,18.5413,-64.2331,50,3.56
2021-10-25T21:11:41.410Z,18.5525,-66.8496,110,3.28
2021-10-20T21:48:46.234Z,18.5561,120.9474,42.43,4.3
2021-10-31T01:35:23.270Z,18.5615,-67.403,12,3.19
2021-10-23T14:16:06.150Z,18.5741,-66.1973,71,3.08
2021-10-23T22:04:51.980Z,18.5931,-67.0761,78,3.09
2021-10-29T04:30:20.330Z,18.6138,-66.7428,13,2.96
2021-10-30T00:11:34.592Z,18.6728,-74.0726,10,3.1
2021-10-18T13:45:23.980Z,18.697,-68.0025,41,3.3
2021-10-16T18:27:28.934Z,18.7026,-81.7062,10,5.4
2021-10-18T20:56:25.330Z,18.7206,-67.3548,17,3.23
2021-10-19T08:01:23.590Z,18.7213,-65.1003,30,3.41
2021-11-07T07:53:19.550Z,18.7248,-66.8441,60,3.31
2021-11-02T17:04:48.840Z,18.7703,-65.7135,7,3.32
2021-10-10T19:55:00.500Z,18.7856,-66.4751,16,3.02
2021-10-24T04:59:17.239Z,18.7884,-74.0606,10,4.1
2021-10-28T21:31:21.350Z,18.7885,-64.3661,12,3.59
2021-10-18T08:14:19.050Z,18.789,-67.2523,12,3.25
2021-10-11T15:56:45.270Z,18.79,-65.3805,11,3.43
2021-10-21T11:43:10.260Z,18.7915,-67.4283,10,3.24
2021-10-22T17:14:15.455Z,18.8052,-74.133,10,3.3
2021-10-30T08:36:17.600Z,18.8083,-65.0415,23,3.52
2021-10-10T21:48:36.560Z,18.82033333,-155.5271667,35.06,6.21
2021-10-12T09:15:02.640Z,18.83316667,-155.5103333,36.31,2.71
2021-10-15T07:24:17.386Z,18.8347,-74.1594,10,4
2021-10-11T04:43:57.620Z,18.83583333,-155.5288333,36.31,3.05
2021-10-25T22:27:05.710Z,18.83866667,-155.5228333,35.73,2.61
2021-10-11T03:18:39.670Z,18.841,-155.5135,36.74,2.53
2021-10-10T22:21:17.870Z,18.84516667,-155.5173333,35,2.55
2021-10-11T01:01:35.970Z,18.84533333,-155.5163333,35.87,2.5
2021-10-30T13:47:59.536Z,18.848,-68.2664,35,2.5
2021-10-10T22:30:11.720Z,18.851,-155.5345,37.22,2.59
2021-10-29T22:24:37.220Z,18.85233333,-155.5113333,33.94,2.66
2021-11-05T00:19:07.310Z,18.85633333,-155.5061667,34.86,2.8
2021-10-12T04:09:48.300Z,18.858,-155.5111667,35.26,2.79
2021-10-10T23:24:53.730Z,18.85866667,-155.5128333,35.13,2.54
2021-10-12T15:16:49.820Z,18.85883333,-155.5081667,34.53,3.08
2021-10-17T09:44:34.220Z,18.86016667,-155.5065,34.24,3.01
2021-10-10T02:57:39.380Z,18.866,-64.6701,29,3.03
2021-10-10T21:53:08.410Z,18.868,-155.542,35.99,4.26
2021-10-10T22:55:28.710Z,18.86883333,-155.5158333,35.52,2.87
2021-10-12T08:39:18.540Z,18.87033333,-155.5251667,35.82,2.72
2021-10-16T01:12:45.220Z,18.87266667,-155.5105,34.86,2.74
2021-10-10T21:59:50.410Z,18.87433333,-155.5166667,36.01,3.05
2021-10-11T01:48:29.200Z,18.87633333,-155.5153333,34.66,2.6
2021-10-10T22:12:45.540Z,18.87866667,-155.5195,34.96,2.92
2021-10-10T22:45:47.790Z,18.88066667,-155.5126667,34.96,3.25
2021-10-10T22:23:15.030Z,18.88183333,-155.5131667,35.68,2.88
2021-10-26T09:38:42.390Z,18.88466667,-155.5171667,35.69,2.73
2021-11-07T11:01:38.620Z,18.8938,-67.963,6,3.57
2021-11-02T08:35:21.420Z,18.9201,-65.25,32,3.38
2021-11-02T07:35:08.660Z,18.9426,-68.5323,73,3.55
2021-11-02T08:59:59.000Z,18.954,-65.3795,33,3.41
2021-10-22T04:34:47.940Z,18.9576664,-155.4753265,-2.089999914,2.5999999
2021-10-26T13:43:10.312Z,18.9616,121.2732,4.92,4.4
2021-10-17T05:59:24.520Z,18.9656,-64.8751,68,3.51
2021-10-17T05:57:17.870Z,18.9856,-65.0121,15,3.47
2021-10-17T06:40:38.360Z,18.9963,-64.9965,26,3.66
2021-11-04T15:46:38.965Z,19.0284,145.0334,564.21,5.3
2021-11-04T15:46:19.885Z,19.0289,145.1219,534.46,4.4
2021-10-25T07:13:39.640Z,19.037,-67.1348,15,3.26
2021-10-18T02:48:42.310Z,19.1146,-66.5351,22,3.55
2021-10-16T23:14:19.340Z,19.1243,-67.7496,56,3.62
2021-10-16T02:25:59.330Z,19.1295,-66.529,40,3.46
2021-11-01T10:02:58.880Z,19.1395,-67.6801,24,3.33
2021-10-24T18:11:02.270Z,19.14466667,-155.4545,34.09,2.68
2021-10-13T02:44:16.750Z,19.1508,-66.0995,18,3.28
2021-10-28T00:24:53.620Z,19.1525,-66.555,10,3.05
2021-10-24T18:15:45.350Z,19.15316667,-155.4791667,33.19,2.95
2021-10-10T09:31:50.850Z,19.156,-155.481,33.22,2.76
2021-10-18T08:28:33.980Z,19.15683333,-155.5018333,32.33,2.68
2021-10-17T00:08:03.330Z,19.15683333,-155.5011667,32.13,2.95
2021-10-26T06:35:19.250Z,19.15683365,-155.4966736,33.88000107,2.57999992
2021-10-12T00:00:19.430Z,19.15816667,-155.4798333,32.61,2.59
2021-10-16T23:35:52.540Z,19.16,-155.4696667,33.13,2.99
2021-11-03T03:07:50.970Z,19.1605,-155.4905,35.13,3.37
